payment_id,order_id,payment_method,payment_status,payment_date
PAY004885,O004885,Bank Transfer,Completed,2024-05-02 01:02:57
PAY002224,O002224,Mobile Payment,Completed,2024-05-02 00:52:27
PAY007682,O007682,Bank Transfer,Completed,2024-05-02 01:48:55
PAY003790,O003790,Mobile Payment,Completed,2024-05-02 03:10:09
PAY009092,O009092,Mobile Payment,Completed,2024-05-02 05:52:10
PAY005487,O005487,Mobile Payment,Completed,2024-05-02 06:48:29
PAY003889,O003889,Credit Card,Completed,2024-05-02 13:56:58
PAY008370,O008370,Credit Card,Completed,2024-05-02 13:51:53
PAY009070,O009070,Credit Card,Completed,2024-05-02 15:00:38
PAY004334,O004334,Mobile Payment,Completed,2024-05-02 16:11:50
PAY007378,O007378,Mobile Payment,Completed,2024-05-02 18:18:22
PAY002119,O002119,Credit Card,Completed,2024-05-02 19:15:08
PAY005610,O005610,Mobile Payment,Completed,2024-05-02 21:29:06
PAY009916,O009916,Credit Card,Completed,2024-05-03 01:23:01
PAY007743,O007743,Mobile Payment,Completed,2024-05-03 01:50:45
PAY001433,O001433,Credit Card,Completed,2024-05-03 02:56:50
PAY002469,O002469,Mobile Payment,Pending,
PAY007687,O007687,Credit Card,Completed,2024-05-03 04:29:52
PAY004598,O004598,Bank Transfer,Completed,2024-05-03 07:31:04
PAY004473,O004473,Credit Card,Pending,
PAY001389,O001389,Mobile Payment,Completed,2024-05-03 08:00:33
PAY002338,O002338,Mobile Payment,Completed,2024-05-03 08:51:45
PAY002445,O002445,Credit Card,Pending,
PAY009813,O009813,Credit Card,Completed,2024-05-03 12:55:02
PAY009731,O009731,Credit Card,Completed,2024-05-03 12:44:21
PAY002690,O002690,Mobile Payment,Completed,2024-05-03 13:34:44
PAY004255,O004255,Credit Card,Completed,2024-05-03 15:18:18
PAY002199,O002199,Bank Transfer,Completed,2024-05-03 15:33:24
PAY001139,O001139,Credit Card,Completed,2024-05-03 19:13:05
PAY005286,O005286,Bank Transfer,Completed,2024-05-03 18:58:56
PAY009671,O009671,Mobile Payment,Completed,2024-05-03 21:43:53
PAY000487,O000487,Bank Transfer,Completed,2024-05-04 04:37:46
PAY002499,O002499,Mobile Payment,Completed,2024-05-04 05:24:22
PAY005645,O005645,Credit Card,Completed,2024-05-04 06:48:55
PAY004834,O004834,Credit Card,Completed,2024-05-04 08:57:10
PAY002372,O002372,Credit Card,Completed,2024-05-04 14:00:42
PAY007363,O007363,Mobile Payment,Pending,
PAY009043,O009043,Bank Transfer,Pending,
PAY009988,O009988,Mobile Payment,Pending,
PAY008783,O008783,Bank Transfer,Completed,2024-05-04 18:01:59
PAY008969,O008969,Credit Card,Completed,2024-05-04 19:20:31
PAY007825,O007825,Bank Transfer,Pending,
PAY005597,O005597,Bank Transfer,Completed,2024-05-04 21:42:50
PAY002151,O002151,Bank Transfer,Completed,2024-05-04 22:22:40
PAY004924,O004924,Mobile Payment,Completed,2024-05-05 02:55:17
PAY009287,O009287,Bank Transfer,Completed,2024-05-05 06:57:07
PAY009349,O009349,Bank Transfer,Completed,2024-05-05 07:26:25
PAY007230,O007230,Credit Card,Completed,2024-05-05 08:09:36
PAY008043,O008043,Credit Card,Completed,2024-05-05 09:01:14
PAY006256,O006256,Credit Card,Completed,2024-05-05 08:34:03
PAY001356,O001356,Mobile Payment,Completed,2024-05-05 10:35:14
PAY006120,O006120,Bank Transfer,Completed,2024-05-05 11:12:24
PAY007778,O007778,Bank Transfer,Completed,2024-05-05 10:51:40
PAY009908,O009908,Credit Card,Pending,
PAY005115,O005115,Credit Card,Completed,2024-05-05 15:16:13
PAY003498,O003498,Credit Card,Completed,2024-05-05 17:27:01
PAY009175,O009175,Credit Card,Completed,2024-05-05 18:54:01
PAY004933,O004933,Mobile Payment,Completed,2024-05-05 20:38:54
PAY002668,O002668,Mobile Payment,Completed,2024-05-05 22:36:59
PAY002148,O002148,Mobile Payment,Completed,2024-05-05 23:15:28
PAY004074,O004074,Bank Transfer,Completed,2024-05-06 04:15:06
PAY004588,O004588,Mobile Payment,Completed,2024-05-06 04:29:34
PAY009903,O009903,Mobile Payment,Failed,
PAY002735,O002735,Bank Transfer,Completed,2024-05-06 10:57:49
PAY003586,O003586,Credit Card,Completed,2024-05-06 12:46:41
PAY006811,O006811,Bank Transfer,Completed,2024-05-06 14:24:20
PAY006601,O006601,Bank Transfer,Completed,2024-05-06 16:17:05
PAY003584,O003584,Credit Card,Pending,
PAY007572,O007572,Bank Transfer,Completed,2024-05-06 19:31:14
PAY000999,O000999,Bank Transfer,Completed,2024-05-06 21:41:42
PAY009850,O009850,Bank Transfer,Completed,2024-05-06 22:24:30
PAY009471,O009471,Bank Transfer,Completed,2024-05-07 01:50:54
PAY001617,O001617,Credit Card,Completed,2024-05-07 01:42:33
PAY007788,O007788,Bank Transfer,Completed,2024-05-07 03:01:50
PAY003266,O003266,Mobile Payment,Completed,2024-05-07 06:16:16
PAY007173,O007173,Credit Card,Completed,2024-05-07 07:41:44
PAY005217,O005217,Mobile Payment,Completed,2024-05-07 09:32:45
PAY006174,O006174,Credit Card,Completed,2024-05-07 10:42:04
PAY003637,O003637,Mobile Payment,Completed,2024-05-07 12:07:14
PAY007941,O007941,Bank Transfer,Completed,2024-05-07 13:25:27
PAY005857,O005857,Mobile Payment,Completed,2024-05-07 13:13:57
PAY001641,O001641,Bank Transfer,Completed,2024-05-07 14:45:06
PAY006849,O006849,Credit Card,Completed,2024-05-07 16:14:26
PAY000038,O000038,Mobile Payment,Completed,2024-05-07 16:34:21
PAY007407,O007407,Mobile Payment,Completed,2024-05-07 16:04:25
PAY006654,O006654,Bank Transfer,Completed,2024-05-07 17:01:29
PAY009364,O009364,Bank Transfer,Completed,2024-05-07 17:37:23
PAY002889,O002889,Mobile Payment,Completed,2024-05-07 20:15:11
PAY004290,O004290,Bank Transfer,Completed,2024-05-07 20:54:46
PAY008968,O008968,Credit Card,Completed,2024-05-07 21:47:38
PAY008560,O008560,Mobile Payment,Completed,2024-05-08 00:35:45
PAY008161,O008161,Credit Card,Completed,2024-05-08 00:58:11
PAY004558,O004558,Bank Transfer,Completed,2024-05-08 01:36:39
PAY000079,O000079,Bank Transfer,Failed,
PAY009294,O009294,Bank Transfer,Completed,2024-05-08 03:01:55
PAY009752,O009752,Bank Transfer,Completed,2024-05-08 04:37:37
PAY002153,O002153,Mobile Payment,Completed,2024-05-08 14:25:08
PAY005491,O005491,Mobile Payment,Completed,2024-05-08 14:34:43
PAY004749,O004749,Bank Transfer,Completed,2024-05-08 14:50:28
PAY002067,O002067,Bank Transfer,Completed,2024-05-08 15:24:39
PAY000303,O000303,Credit Card,Completed,2024-05-08 15:53:28
PAY002101,O002101,Credit Card,Completed,2024-05-08 16:23:54
PAY006238,O006238,Bank Transfer,Completed,2024-05-08 17:30:36
PAY004657,O004657,Mobile Payment,Completed,2024-05-08 17:43:16
PAY005179,O005179,Credit Card,Completed,2024-05-08 19:55:33
PAY005647,O005647,Mobile Payment,Completed,2024-05-08 19:28:43
PAY005920,O005920,Bank Transfer,Completed,2024-05-08 20:26:30
PAY000497,O000497,Credit Card,Completed,2024-05-08 20:57:45
PAY003723,O003723,Mobile Payment,Completed,2024-05-08 23:32:31
PAY005849,O005849,Bank Transfer,Completed,2024-05-09 01:39:18
PAY005352,O005352,Credit Card,Completed,2024-05-09 03:36:29
PAY001970,O001970,Bank Transfer,Completed,2024-05-09 06:44:36
PAY006591,O006591,Credit Card,Completed,2024-05-09 07:45:44
PAY002390,O002390,Credit Card,Completed,2024-05-09 08:59:25
PAY000235,O000235,Mobile Payment,Completed,2024-05-09 08:19:07
PAY000710,O000710,Bank Transfer,Completed,2024-05-09 10:40:47
PAY004102,O004102,Credit Card,Completed,2024-05-09 15:34:54
PAY008834,O008834,Mobile Payment,Completed,2024-05-09 16:12:59
PAY009824,O009824,Bank Transfer,Completed,2024-05-09 17:12:29
PAY001213,O001213,Bank Transfer,Completed,2024-05-09 19:56:38
PAY006571,O006571,Mobile Payment,Completed,2024-05-09 23:21:24
PAY005744,O005744,Bank Transfer,Completed,2024-05-10 01:54:50
PAY009637,O009637,Credit Card,Completed,2024-05-10 01:54:43
PAY006994,O006994,Credit Card,Completed,2024-05-10 01:50:37
PAY007703,O007703,Bank Transfer,Completed,2024-05-10 06:23:59
PAY005177,O005177,Mobile Payment,Completed,2024-05-10 07:26:59
PAY008944,O008944,Mobile Payment,Completed,2024-05-10 07:11:17
PAY003617,O003617,Mobile Payment,Completed,2024-05-10 13:40:01
PAY000988,O000988,Mobile Payment,Completed,2024-05-10 14:31:07
PAY004353,O004353,Mobile Payment,Completed,2024-05-10 15:54:46
PAY009445,O009445,Mobile Payment,Completed,2024-05-10 16:11:56
PAY000066,O000066,Mobile Payment,Completed,2024-05-10 18:27:43
PAY009990,O009990,Credit Card,Failed,
PAY005893,O005893,Bank Transfer,Completed,2024-05-11 05:48:39
PAY007959,O007959,Bank Transfer,Completed,2024-05-11 05:52:42
PAY008825,O008825,Bank Transfer,Completed,2024-05-11 11:09:32
PAY004727,O004727,Bank Transfer,Completed,2024-05-11 10:57:51
PAY003347,O003347,Mobile Payment,Completed,2024-05-11 15:57:53
PAY005586,O005586,Bank Transfer,Completed,2024-05-11 19:00:11
PAY004522,O004522,Mobile Payment,Completed,2024-05-11 20:17:04
PAY002715,O002715,Credit Card,Completed,2024-05-12 00:30:45
PAY008437,O008437,Mobile Payment,Completed,2024-05-12 02:04:36
PAY008141,O008141,Credit Card,Completed,2024-05-12 02:53:34
PAY002050,O002050,Mobile Payment,Completed,2024-05-12 02:53:35
PAY000004,O000004,Credit Card,Completed,2024-05-12 03:45:29
PAY002300,O002300,Bank Transfer,Completed,2024-05-12 04:45:08
PAY001229,O001229,Credit Card,Completed,2024-05-12 07:37:45
PAY009050,O009050,Bank Transfer,Completed,2024-05-12 07:54:17
PAY006989,O006989,Bank Transfer,Completed,2024-05-12 11:08:30
PAY004949,O004949,Credit Card,Completed,2024-05-12 11:59:56
PAY009378,O009378,Credit Card,Completed,2024-05-12 12:33:33
PAY001261,O001261,Credit Card,Completed,2024-05-12 13:40:42
PAY004592,O004592,Bank Transfer,Completed,2024-05-12 14:26:10
PAY008083,O008083,Credit Card,Completed,2024-05-12 16:05:06
PAY001257,O001257,Credit Card,Completed,2024-05-12 16:11:14
PAY001560,O001560,Credit Card,Failed,
PAY005558,O005558,Credit Card,Completed,2024-05-12 19:21:32
PAY005919,O005919,Mobile Payment,Completed,2024-05-12 19:19:53
PAY006209,O006209,Bank Transfer,Completed,2024-05-12 20:44:16
PAY009481,O009481,Bank Transfer,Completed,2024-05-12 20:07:20
PAY006206,O006206,Bank Transfer,Completed,2024-05-12 22:33:13
PAY001563,O001563,Credit Card,Completed,2024-05-13 00:52:11
PAY006723,O006723,Credit Card,Completed,2024-05-13 03:17:18
PAY003113,O003113,Bank Transfer,Completed,2024-05-13 04:24:52
PAY008691,O008691,Mobile Payment,Completed,2024-05-13 07:33:18
PAY001627,O001627,Bank Transfer,Completed,2024-05-13 09:12:51
PAY009201,O009201,Bank Transfer,Completed,2024-05-13 09:29:38
PAY002571,O002571,Bank Transfer,Completed,2024-05-13 15:25:59
PAY003158,O003158,Credit Card,Completed,2024-05-13 15:57:43
PAY000684,O000684,Bank Transfer,Completed,2024-05-13 16:41:04
PAY003975,O003975,Credit Card,Completed,2024-05-13 17:32:06
PAY003626,O003626,Credit Card,Completed,2024-05-13 17:03:10
PAY004735,O004735,Mobile Payment,Completed,2024-05-13 17:51:05
PAY008006,O008006,Mobile Payment,Failed,
PAY002680,O002680,Bank Transfer,Completed,2024-05-13 21:08:54
PAY009679,O009679,Bank Transfer,Completed,2024-05-13 20:46:51
PAY006498,O006498,Mobile Payment,Completed,2024-05-13 22:01:12
PAY003033,O003033,Credit Card,Completed,2024-05-13 22:30:41
PAY002524,O002524,Bank Transfer,Completed,2024-05-13 22:40:04
PAY003288,O003288,Mobile Payment,Completed,2024-05-14 01:07:30
PAY006059,O006059,Credit Card,Completed,2024-05-14 03:28:23
PAY005339,O005339,Bank Transfer,Completed,2024-05-14 05:59:48
PAY007748,O007748,Credit Card,Failed,
PAY006965,O006965,Bank Transfer,Completed,2024-05-14 08:07:32
PAY007056,O007056,Bank Transfer,Completed,2024-05-14 09:19:26
PAY003933,O003933,Credit Card,Completed,2024-05-14 09:38:00
PAY008473,O008473,Credit Card,Completed,2024-05-14 12:18:55
PAY002891,O002891,Credit Card,Completed,2024-05-14 13:37:57
PAY008008,O008008,Bank Transfer,Completed,2024-05-14 16:48:37
PAY000582,O000582,Credit Card,Failed,
PAY007009,O007009,Mobile Payment,Completed,2024-05-14 22:21:22
PAY004428,O004428,Bank Transfer,Completed,2024-05-14 23:11:47
PAY009841,O009841,Credit Card,Completed,2024-05-14 23:53:09
PAY009230,O009230,Mobile Payment,Failed,
PAY000919,O000919,Credit Card,Completed,2024-05-15 05:49:18
PAY000740,O000740,Bank Transfer,Completed,2024-05-15 11:27:05
PAY009281,O009281,Mobile Payment,Completed,2024-05-15 14:14:52
PAY000252,O000252,Credit Card,Completed,2024-05-15 15:09:02
PAY001074,O001074,Bank Transfer,Completed,2024-05-15 14:54:22
PAY009584,O009584,Mobile Payment,Completed,2024-05-15 15:58:30
PAY006464,O006464,Credit Card,Completed,2024-05-15 16:17:36
PAY005481,O005481,Credit Card,Completed,2024-05-15 17:22:57
PAY008158,O008158,Credit Card,Completed,2024-05-15 21:01:49
PAY009744,O009744,Credit Card,Completed,2024-05-16 00:56:32
PAY008585,O008585,Bank Transfer,Completed,2024-05-16 01:04:30
PAY005253,O005253,Bank Transfer,Completed,2024-05-16 04:52:54
PAY007199,O007199,Credit Card,Failed,
PAY003462,O003462,Bank Transfer,Completed,2024-05-16 05:25:57
PAY008830,O008830,Mobile Payment,Completed,2024-05-16 05:59:10
PAY004091,O004091,Mobile Payment,Completed,2024-05-16 07:48:39
PAY008489,O008489,Mobile Payment,Completed,2024-05-16 08:25:01
PAY009724,O009724,Mobile Payment,Completed,2024-05-16 12:05:36
PAY006839,O006839,Mobile Payment,Completed,2024-05-16 12:24:57
PAY006019,O006019,Mobile Payment,Completed,2024-05-16 12:55:54
PAY009252,O009252,Bank Transfer,Completed,2024-05-16 14:22:27
PAY006795,O006795,Credit Card,Completed,2024-05-16 17:29:01
PAY007571,O007571,Credit Card,Completed,2024-05-16 18:36:51
PAY002877,O002877,Mobile Payment,Completed,2024-05-16 18:54:57
PAY002028,O002028,Credit Card,Completed,2024-05-16 19:46:43
PAY006054,O006054,Bank Transfer,Completed,2024-05-17 00:04:16
PAY004099,O004099,Mobile Payment,Pending,
PAY008738,O008738,Mobile Payment,Completed,2024-05-17 02:49:49
PAY008907,O008907,Credit Card,Completed,2024-05-17 04:12:39
PAY006958,O006958,Credit Card,Failed,
PAY003977,O003977,Mobile Payment,Completed,2024-05-17 09:48:43
PAY001669,O001669,Mobile Payment,Completed,2024-05-17 13:31:48
PAY006301,O006301,Bank Transfer,Completed,2024-05-17 14:25:53
PAY006769,O006769,Credit Card,Completed,2024-05-17 18:32:53
PAY000719,O000719,Bank Transfer,Completed,2024-05-17 18:54:18
PAY002268,O002268,Mobile Payment,Completed,2024-05-17 20:50:45
PAY000087,O000087,Credit Card,Completed,2024-05-17 21:23:43
PAY001982,O001982,Bank Transfer,Completed,2024-05-17 21:53:55
PAY008810,O008810,Mobile Payment,Completed,2024-05-18 00:53:56
PAY001916,O001916,Credit Card,Completed,2024-05-18 02:18:25
PAY007559,O007559,Credit Card,Completed,2024-05-18 02:16:15
PAY002182,O002182,Bank Transfer,Completed,2024-05-18 05:15:29
PAY006517,O006517,Mobile Payment,Completed,2024-05-18 07:53:17
PAY009055,O009055,Credit Card,Completed,2024-05-18 08:32:03
PAY005564,O005564,Bank Transfer,Completed,2024-05-18 11:08:34
PAY006063,O006063,Bank Transfer,Completed,2024-05-18 12:25:51
PAY007051,O007051,Mobile Payment,Completed,2024-05-18 12:57:53
PAY001711,O001711,Credit Card,Completed,2024-05-18 14:27:20
PAY006709,O006709,Bank Transfer,Completed,2024-05-18 14:59:23
PAY000265,O000265,Bank Transfer,Completed,2024-05-18 18:15:28
PAY003538,O003538,Credit Card,Completed,2024-05-18 20:00:19
PAY003756,O003756,Mobile Payment,Completed,2024-05-18 22:52:08
PAY004218,O004218,Bank Transfer,Completed,2024-05-19 06:51:26
PAY004643,O004643,Mobile Payment,Completed,2024-05-19 07:09:06
PAY005273,O005273,Bank Transfer,Completed,2024-05-19 08:14:18
PAY009466,O009466,Mobile Payment,Completed,2024-05-19 08:06:38
PAY002530,O002530,Mobile Payment,Completed,2024-05-19 10:03:45
PAY005887,O005887,Bank Transfer,Completed,2024-05-19 10:10:07
PAY006428,O006428,Bank Transfer,Completed,2024-05-19 17:28:19
PAY001753,O001753,Mobile Payment,Completed,2024-05-19 23:16:59
PAY003340,O003340,Mobile Payment,Completed,2024-05-20 01:12:15
PAY001619,O001619,Credit Card,Completed,2024-05-20 02:49:13
PAY006721,O006721,Bank Transfer,Completed,2024-05-20 10:54:52
PAY007132,O007132,Mobile Payment,Completed,2024-05-20 10:54:46
PAY007675,O007675,Credit Card,Completed,2024-05-20 11:30:00
PAY001993,O001993,Credit Card,Completed,2024-05-20 13:16:14
PAY001190,O001190,Credit Card,Completed,2024-05-20 13:03:18
PAY007305,O007305,Bank Transfer,Completed,2024-05-20 18:44:29
PAY002457,O002457,Credit Card,Completed,2024-05-20 18:34:51
PAY004824,O004824,Credit Card,Completed,2024-05-20 19:01:58
PAY005080,O005080,Credit Card,Completed,2024-05-20 18:48:31
PAY006254,O006254,Mobile Payment,Completed,2024-05-20 19:57:33
PAY002474,O002474,Bank Transfer,Completed,2024-05-20 23:49:55
PAY005781,O005781,Credit Card,Completed,2024-05-21 00:26:31
PAY008930,O008930,Bank Transfer,Completed,2024-05-21 04:49:49
PAY000893,O000893,Credit Card,Completed,2024-05-21 04:13:04
PAY000657,O000657,Mobile Payment,Failed,
PAY008250,O008250,Credit Card,Completed,2024-05-21 11:20:28
PAY004325,O004325,Bank Transfer,Completed,2024-05-21 13:25:19
PAY004077,O004077,Mobile Payment,Completed,2024-05-21 12:57:24
PAY000803,O000803,Mobile Payment,Completed,2024-05-21 14:03:05
PAY008145,O008145,Mobile Payment,Completed,2024-05-21 14:52:43
PAY009610,O009610,Mobile Payment,Completed,2024-05-21 16:48:22
PAY000480,O000480,Bank Transfer,Completed,2024-05-21 16:40:47
PAY007498,O007498,Credit Card,Completed,2024-05-21 16:59:47
PAY006973,O006973,Bank Transfer,Completed,2024-05-21 17:39:09
PAY006137,O006137,Bank Transfer,Completed,2024-05-21 17:26:10
PAY003970,O003970,Credit Card,Completed,2024-05-21 19:13:38
PAY005042,O005042,Bank Transfer,Completed,2024-05-21 20:13:12
PAY005240,O005240,Bank Transfer,Completed,2024-05-21 21:04:49
PAY005058,O005058,Mobile Payment,Completed,2024-05-21 20:39:35
PAY007867,O007867,Bank Transfer,Completed,2024-05-21 21:26:39
PAY004372,O004372,Credit Card,Completed,2024-05-22 04:50:00
PAY000251,O000251,Mobile Payment,Completed,2024-05-22 06:57:35
PAY005981,O005981,Credit Card,Completed,2024-05-22 07:36:46
PAY003511,O003511,Credit Card,Completed,2024-05-22 10:18:25
PAY001362,O001362,Mobile Payment,Failed,
PAY008303,O008303,Mobile Payment,Completed,2024-05-22 12:46:04
PAY009212,O009212,Bank Transfer,Completed,2024-05-22 18:46:08
PAY006556,O006556,Bank Transfer,Failed,
PAY004115,O004115,Bank Transfer,Completed,2024-05-22 23:13:51
PAY005539,O005539,Bank Transfer,Completed,2024-05-23 02:15:36
PAY001801,O001801,Mobile Payment,Completed,2024-05-23 03:24:35
PAY002976,O002976,Mobile Payment,Completed,2024-05-23 03:38:31
PAY009023,O009023,Bank Transfer,Completed,2024-05-23 05:26:33
PAY003167,O003167,Credit Card,Completed,2024-05-23 05:55:33
PAY006971,O006971,Mobile Payment,Completed,2024-05-23 08:19:53
PAY002659,O002659,Bank Transfer,Failed,
PAY009568,O009568,Mobile Payment,Failed,
PAY004017,O004017,Credit Card,Pending,
PAY003954,O003954,Mobile Payment,Completed,2024-05-23 18:38:10
PAY002180,O002180,Mobile Payment,Completed,2024-05-23 19:33:35
PAY002019,O002019,Bank Transfer,Completed,2024-05-23 21:20:22
PAY005364,O005364,Credit Card,Completed,2024-05-23 21:32:45
PAY007733,O007733,Mobile Payment,Completed,2024-05-24 02:05:02
PAY005961,O005961,Bank Transfer,Completed,2024-05-24 02:30:00
PAY004869,O004869,Bank Transfer,Completed,2024-05-24 04:13:27
PAY006335,O006335,Bank Transfer,Completed,2024-05-24 04:50:50
PAY007337,O007337,Credit Card,Completed,2024-05-24 05:15:31
PAY007109,O007109,Mobile Payment,Completed,2024-05-24 05:57:55
PAY009189,O009189,Mobile Payment,Completed,2024-05-24 08:43:47
PAY004820,O004820,Bank Transfer,Completed,2024-05-24 08:44:33
PAY008419,O008419,Credit Card,Completed,2024-05-24 09:54:13
PAY005824,O005824,Bank Transfer,Completed,2024-05-24 12:39:13
PAY003873,O003873,Mobile Payment,Completed,2024-05-24 13:37:38
PAY005486,O005486,Credit Card,Completed,2024-05-24 16:34:38
PAY006514,O006514,Mobile Payment,Completed,2024-05-24 16:55:10
PAY004902,O004902,Mobile Payment,Completed,2024-05-24 18:14:24
PAY001085,O001085,Mobile Payment,Completed,2024-05-24 19:42:08
PAY009316,O009316,Mobile Payment,Completed,2024-05-24 21:43:57
PAY001352,O001352,Bank Transfer,Completed,2024-05-24 21:46:50
PAY002533,O002533,Credit Card,Completed,2024-05-25 01:37:54
PAY002403,O002403,Bank Transfer,Failed,
PAY009030,O009030,Credit Card,Completed,2024-05-25 06:11:00
PAY001965,O001965,Credit Card,Completed,2024-05-25 07:10:44
PAY006936,O006936,Mobile Payment,Completed,2024-05-25 12:25:24
PAY007609,O007609,Mobile Payment,Completed,2024-05-25 20:47:25
PAY009411,O009411,Mobile Payment,Completed,2024-05-25 22:07:27
PAY000596,O000596,Bank Transfer,Completed,2024-05-26 03:26:26
PAY009667,O009667,Bank Transfer,Completed,2024-05-26 05:58:07
PAY008850,O008850,Credit Card,Completed,2024-05-26 09:16:31
PAY003891,O003891,Credit Card,Completed,2024-05-26 14:02:06
PAY004881,O004881,Credit Card,Completed,2024-05-26 14:12:33
PAY001561,O001561,Credit Card,Completed,2024-05-26 18:00:24
PAY003962,O003962,Credit Card,Completed,2024-05-26 19:28:10
PAY004506,O004506,Credit Card,Completed,2024-05-26 19:35:26
PAY001022,O001022,Mobile Payment,Completed,2024-05-27 02:06:49
PAY003680,O003680,Credit Card,Completed,2024-05-27 07:32:03
PAY007751,O007751,Mobile Payment,Completed,2024-05-27 08:36:11
PAY005881,O005881,Mobile Payment,Completed,2024-05-27 09:45:39
PAY001612,O001612,Mobile Payment,Completed,2024-05-27 10:19:50
PAY003515,O003515,Mobile Payment,Completed,2024-05-27 12:12:44
PAY000116,O000116,Credit Card,Completed,2024-05-27 17:05:51
PAY007275,O007275,Bank Transfer,Completed,2024-05-27 16:27:58
PAY004100,O004100,Bank Transfer,Completed,2024-05-27 19:36:59
PAY001597,O001597,Credit Card,Completed,2024-05-27 21:07:24
PAY005209,O005209,Credit Card,Completed,2024-05-27 21:28:59
PAY004141,O004141,Bank Transfer,Completed,2024-05-28 01:34:40
PAY001923,O001923,Mobile Payment,Completed,2024-05-28 01:59:12
PAY009556,O009556,Mobile Payment,Completed,2024-05-28 07:07:22
PAY006144,O006144,Credit Card,Completed,2024-05-28 07:03:38
PAY004236,O004236,Mobile Payment,Completed,2024-05-28 07:57:12
PAY007769,O007769,Bank Transfer,Completed,2024-05-28 11:00:23
PAY004825,O004825,Credit Card,Completed,2024-05-28 12:26:46
PAY003879,O003879,Bank Transfer,Completed,2024-05-28 15:07:13
PAY000567,O000567,Mobile Payment,Completed,2024-05-28 15:40:49
PAY009654,O009654,Mobile Payment,Completed,2024-05-28 20:04:38
PAY004513,O004513,Bank Transfer,Completed,2024-05-28 20:07:08
PAY001137,O001137,Bank Transfer,Completed,2024-05-28 19:46:03
PAY006361,O006361,Mobile Payment,Completed,2024-05-28 23:00:49
PAY006096,O006096,Bank Transfer,Completed,2024-05-29 00:00:50
PAY007242,O007242,Mobile Payment,Completed,2024-05-29 00:47:25
PAY006804,O006804,Credit Card,Completed,2024-05-29 03:24:13
PAY009151,O009151,Bank Transfer,Completed,2024-05-29 03:57:37
PAY001280,O001280,Mobile Payment,Completed,2024-05-29 04:36:25
PAY002580,O002580,Credit Card,Pending,
PAY008683,O008683,Bank Transfer,Completed,2024-05-29 07:30:27
PAY008643,O008643,Credit Card,Completed,2024-05-29 09:25:55
PAY008200,O008200,Credit Card,Completed,2024-05-29 09:40:16
PAY000044,O000044,Bank Transfer,Completed,2024-05-29 09:50:27
PAY000739,O000739,Mobile Payment,Completed,2024-05-29 12:17:14
PAY006480,O006480,Credit Card,Completed,2024-05-29 23:10:50
PAY002252,O002252,Credit Card,Completed,2024-05-29 23:42:02
PAY005074,O005074,Bank Transfer,Failed,
PAY005214,O005214,Mobile Payment,Failed,
PAY001546,O001546,Bank Transfer,Completed,2024-05-30 03:12:22
PAY009938,O009938,Credit Card,Completed,2024-05-30 04:26:18
PAY009384,O009384,Bank Transfer,Completed,2024-05-30 04:51:24
PAY008885,O008885,Mobile Payment,Completed,2024-05-30 06:05:16
PAY005511,O005511,Credit Card,Completed,2024-05-30 06:52:30
PAY007573,O007573,Mobile Payment,Completed,2024-05-30 08:38:49
PAY005960,O005960,Credit Card,Failed,
PAY009621,O009621,Credit Card,Completed,2024-05-30 10:48:10
PAY001572,O001572,Bank Transfer,Completed,2024-05-30 11:37:14
PAY007060,O007060,Bank Transfer,Completed,2024-05-30 12:38:55
PAY007803,O007803,Credit Card,Completed,2024-05-30 13:47:38
PAY000768,O000768,Mobile Payment,Completed,2024-05-30 16:16:53
PAY004874,O004874,Credit Card,Completed,2024-05-30 16:25:44
PAY001832,O001832,Bank Transfer,Pending,
PAY009075,O009075,Bank Transfer,Completed,2024-05-30 17:22:43
PAY006898,O006898,Mobile Payment,Completed,2024-05-30 17:36:22
PAY005500,O005500,Bank Transfer,Completed,2024-05-30 18:15:02
PAY007865,O007865,Bank Transfer,Completed,2024-05-30 19:45:34
PAY004416,O004416,Mobile Payment,Failed,
PAY004699,O004699,Bank Transfer,Completed,2024-05-30 23:25:24
PAY001046,O001046,Credit Card,Completed,2024-05-31 02:05:29
PAY002853,O002853,Credit Card,Completed,2024-05-31 10:16:41
PAY008641,O008641,Mobile Payment,Completed,2024-05-31 11:43:54
PAY001052,O001052,Bank Transfer,Completed,2024-05-31 11:26:29
PAY008440,O008440,Mobile Payment,Pending,
PAY006585,O006585,Credit Card,Completed,2024-05-31 11:59:28
PAY002596,O002596,Credit Card,Completed,2024-05-31 13:39:39
PAY003983,O003983,Mobile Payment,Completed,2024-05-31 18:03:04
PAY007903,O007903,Credit Card,Completed,2024-05-31 19:05:29
PAY007888,O007888,Credit Card,Completed,2024-05-31 19:38:11
PAY000969,O000969,Credit Card,Completed,2024-05-31 19:43:02
PAY004211,O004211,Bank Transfer,Completed,2024-05-31 20:06:14
PAY002800,O002800,Credit Card,Completed,2024-05-31 21:35:51
PAY008660,O008660,Bank Transfer,Completed,2024-05-31 21:28:01
PAY006369,O006369,Mobile Payment,Completed,2024-05-31 22:19:40
PAY008057,O008057,Credit Card,Pending,
PAY003897,O003897,Mobile Payment,Completed,2024-06-01 03:55:26
PAY009638,O009638,Bank Transfer,Pending,
PAY003398,O003398,Credit Card,Failed,
PAY004602,O004602,Bank Transfer,Failed,
PAY003080,O003080,Bank Transfer,Completed,2024-06-01 09:22:01
