shipping_id,order_id,shipping_company,shipping_status,shipping_start_date,shipping_end_date
S002029,O002029,우체국택배,Delivered,2023-12-28 12:29:57,2023-12-29 12:29:57
S004883,O004883,한진택배,Delivered,2023-12-28 16:50:33,2023-12-29 16:50:33
S002384,O002384,대한통운,Shipped,2023-12-29 16:53:27,
S007372,O007372,롯데택배,Delivered,2023-12-29 08:25:40,2024-01-01 08:25:40
S009468,O009468,한진택배,Preparing,2023-12-29 05:55:11,
S008380,O008380,우체국택배,Shipped,2023-12-29 04:59:26,
S000188,O000188,우체국택배,Delivered,2023-12-29 21:48:10,2024-01-03 21:48:10
S004139,O004139,롯데택배,Delivered,2023-12-30 00:27:00,2024-01-03 00:27:00
S005773,O005773,한진택배,Delivered,2023-12-29 16:20:42,2023-12-31 16:20:42
S006046,O006046,한진택배,Delivered,2023-12-29 08:16:32,2024-01-03 08:16:32
S007085,O007085,대한통운,Delivered,2023-12-29 21:34:44,2024-01-02 21:34:44
S008014,O008014,한진택배,Delivered,2023-12-29 21:57:47,2024-01-02 21:57:47
S004442,O004442,롯데택배,Delivered,2023-12-30 03:55:10,2024-01-01 03:55:10
S003382,O003382,롯데택배,Delivered,2023-12-30 03:08:30,2024-01-02 03:08:30
S003992,O003992,롯데택배,Delivered,2023-12-30 03:42:38,2023-12-31 03:42:38
S008221,O008221,대한통운,Shipped,2023-12-30 23:22:26,
S009816,O009816,대한통운,Delivered,2023-12-30 16:55:46,2023-12-31 16:55:46
S003718,O003718,대한통운,Shipped,2023-12-31 07:14:26,
S001250,O001250,대한통운,Shipped,2023-12-31 00:53:32,
S009944,O009944,우체국택배,Delivered,2023-12-31 03:24:34,2024-01-01 03:24:34
S004638,O004638,우체국택배,Delivered,2023-12-31 20:34:09,2024-01-01 20:34:09
S005144,O005144,대한통운,Delivered,2023-12-31 12:24:39,2024-01-04 12:24:39
S002316,O002316,대한통운,Delivered,2023-12-31 10:28:20,2024-01-01 10:28:20
S009794,O009794,대한통운,Preparing,2024-01-01 05:55:56,
S001863,O001863,대한통운,Delivered,2024-01-01 01:48:10,2024-01-04 01:48:10
S006252,O006252,대한통운,Delivered,2024-01-01 09:15:59,2024-01-05 09:15:59
S009413,O009413,우체국택배,Shipped,2024-01-01 01:37:41,
S007416,O007416,대한통운,Delivered,2024-01-01 07:11:02,2024-01-06 07:11:02
S001587,O001587,롯데택배,Preparing,2024-01-01 07:54:37,
S007580,O007580,대한통운,Shipped,2024-01-01 19:16:06,
S007175,O007175,대한통운,Preparing,2024-01-01 02:07:50,
S005853,O005853,한진택배,Delivered,2024-01-01 03:40:17,2024-01-05 03:40:17
S006529,O006529,한진택배,Cancelled,2024-01-01 22:41:57,
S003449,O003449,우체국택배,Delivered,2024-01-01 07:44:53,2024-01-03 07:44:53
S001467,O001467,우체국택배,Delivered,2024-01-01 16:15:51,2024-01-02 16:15:51
S006537,O006537,대한통운,Delivered,2024-01-01 19:07:02,2024-01-04 19:07:02
S002897,O002897,한진택배,Delivered,2024-01-01 19:23:39,2024-01-02 19:23:39
S008942,O008942,한진택배,Delivered,2024-01-01 17:35:27,2024-01-02 17:35:27
S000994,O000994,롯데택배,Shipped,2024-01-01 22:26:34,
S000772,O000772,대한통운,Shipped,2024-01-01 20:40:40,
S007156,O007156,우체국택배,Delivered,2024-01-01 21:55:29,2024-01-05 21:55:29
S009301,O009301,롯데택배,Delivered,2024-01-02 09:24:48,2024-01-04 09:24:48
S008847,O008847,대한통운,Delivered,2024-01-02 04:25:03,2024-01-06 04:25:03
S003237,O003237,한진택배,Delivered,2024-01-02 14:51:25,2024-01-03 14:51:25
S005983,O005983,우체국택배,Delivered,2024-01-02 09:33:47,2024-01-06 09:33:47
S007602,O007602,롯데택배,Delivered,2024-01-02 20:17:15,2024-01-04 20:17:15
S009289,O009289,한진택배,Shipped,2024-01-02 09:58:48,
S005072,O005072,롯데택배,Delivered,2024-01-02 06:11:42,2024-01-05 06:11:42
S009596,O009596,우체국택배,Shipped,2024-01-02 18:22:47,
S002874,O002874,대한통운,Delivered,2024-01-02 01:05:11,2024-01-06 01:05:11
S003452,O003452,대한통운,Delivered,2024-01-02 17:01:03,2024-01-05 17:01:03
S005282,O005282,롯데택배,Shipped,2024-01-03 02:22:14,
S004184,O004184,한진택배,Delivered,2024-01-02 20:48:47,2024-01-06 20:48:47
S006060,O006060,롯데택배,Delivered,2024-01-03 09:04:31,2024-01-04 09:04:31
S009388,O009388,우체국택배,Shipped,2024-01-03 07:30:55,
S001793,O001793,우체국택배,Delivered,2024-01-03 09:07:33,2024-01-06 09:07:33
S002094,O002094,대한통운,Delivered,2024-01-02 23:00:52,2024-01-04 23:00:52
S007684,O007684,롯데택배,Delivered,2024-01-03 05:05:53,2024-01-05 05:05:53
S002183,O002183,대한통운,Cancelled,2024-01-03 02:41:02,
S004210,O004210,우체국택배,Delivered,2024-01-03 16:10:22,2024-01-08 16:10:22
S000900,O000900,대한통운,Shipped,2024-01-03 23:10:27,
S000986,O000986,대한통운,Cancelled,2024-01-04 04:54:05,
S001100,O001100,롯데택배,Delivered,2024-01-03 13:07:19,2024-01-08 13:07:19
S009226,O009226,대한통운,Delivered,2024-01-03 18:02:00,2024-01-08 18:02:00
S009526,O009526,대한통운,Shipped,2024-01-04 05:00:01,
S009026,O009026,대한통운,Delivered,2024-01-03 23:26:51,2024-01-05 23:26:51
S007246,O007246,롯데택배,Delivered,2024-01-04 14:17:13,2024-01-06 14:17:13
S008415,O008415,우체국택배,Delivered,2024-01-04 18:00:10,2024-01-08 18:00:10
S002673,O002673,롯데택배,Preparing,2024-01-04 05:32:45,
S003284,O003284,우체국택배,Delivered,2024-01-04 07:16:53,2024-01-05 07:16:53
S005269,O005269,한진택배,Delivered,2024-01-04 13:40:33,2024-01-08 13:40:33
S009543,O009543,롯데택배,Preparing,2024-01-04 12:11:01,
S006830,O006830,우체국택배,Shipped,2024-01-04 23:12:34,
S004203,O004203,우체국택배,Delivered,2024-01-04 04:42:39,2024-01-06 04:42:39
S005582,O005582,한진택배,Delivered,2024-01-05 03:41:57,2024-01-08 03:41:57
S000663,O000663,우체국택배,Shipped,2024-01-04 22:26:53,
S001414,O001414,우체국택배,Delivered,2024-01-04 09:00:18,2024-01-05 09:00:18
S007146,O007146,롯데택배,Shipped,2024-01-04 12:38:21,
S006972,O006972,한진택배,Delivered,2024-01-04 13:44:09,2024-01-06 13:44:09
S008789,O008789,한진택배,Preparing,2024-01-05 01:35:30,
S005438,O005438,우체국택배,Delivered,2024-01-05 07:25:12,2024-01-08 07:25:12
S007795,O007795,한진택배,Delivered,2024-01-05 02:22:04,2024-01-06 02:22:04
S003770,O003770,우체국택배,Shipped,2024-01-05 15:47:00,
S000092,O000092,우체국택배,Delivered,2024-01-05 04:18:58,2024-01-08 04:18:58
S001569,O001569,롯데택배,Delivered,2024-01-05 08:04:22,2024-01-07 08:04:22
S000693,O000693,우체국택배,Delivered,2024-01-05 08:41:04,2024-01-08 08:41:04
S001169,O001169,롯데택배,Delivered,2024-01-05 19:19:31,2024-01-06 19:19:31
S005534,O005534,롯데택배,Delivered,2024-01-06 04:04:06,2024-01-11 04:04:06
S007834,O007834,한진택배,Delivered,2024-01-05 23:20:24,2024-01-10 23:20:24
S000894,O000894,한진택배,Shipped,2024-01-05 16:38:23,
S001225,O001225,한진택배,Shipped,2024-01-05 18:38:16,
S004793,O004793,롯데택배,Delivered,2024-01-05 18:37:38,2024-01-06 18:37:38
S004719,O004719,한진택배,Preparing,2024-01-05 20:52:17,
S003230,O003230,대한통운,Delivered,2024-01-06 10:25:54,2024-01-08 10:25:54
S000057,O000057,우체국택배,Preparing,2024-01-06 09:10:38,
S000441,O000441,롯데택배,Delivered,2024-01-06 15:35:25,2024-01-08 15:35:25
S003928,O003928,대한통운,Delivered,2024-01-06 13:53:00,2024-01-08 13:53:00
S006478,O006478,대한통운,Delivered,2024-01-06 15:21:25,2024-01-11 15:21:25
S005688,O005688,롯데택배,Delivered,2024-01-06 04:15:35,2024-01-09 04:15:35
S002181,O002181,롯데택배,Delivered,2024-01-06 07:10:03,2024-01-07 07:10:03
S001009,O001009,한진택배,Preparing,2024-01-06 19:55:27,
S009775,O009775,우체국택배,Preparing,2024-01-07 08:00:28,
S008887,O008887,한진택배,Delivered,2024-01-07 17:25:11,2024-01-11 17:25:11
S008330,O008330,한진택배,Delivered,2024-01-07 15:15:18,2024-01-12 15:15:18
S002902,O002902,한진택배,Delivered,2024-01-07 10:07:01,2024-01-11 10:07:01
S002088,O002088,우체국택배,Delivered,2024-01-07 19:56:25,2024-01-12 19:56:25
S006494,O006494,롯데택배,Cancelled,2024-01-08 02:39:31,
S004465,O004465,우체국택배,Shipped,2024-01-07 10:05:12,
S007340,O007340,대한통운,Delivered,2024-01-07 13:49:45,2024-01-11 13:49:45
S003926,O003926,한진택배,Delivered,2024-01-07 16:01:23,2024-01-09 16:01:23
S001432,O001432,한진택배,Delivered,2024-01-08 05:56:05,2024-01-09 05:56:05
S000581,O000581,롯데택배,Cancelled,2024-01-08 06:41:10,
S003429,O003429,한진택배,Delivered,2024-01-07 18:22:48,2024-01-08 18:22:48
S007542,O007542,대한통운,Delivered,2024-01-08 03:31:20,2024-01-09 03:31:20
S000179,O000179,대한통운,Cancelled,2024-01-07 13:27:21,
S001174,O001174,우체국택배,Shipped,2024-01-07 15:37:51,
S003701,O003701,대한통운,Cancelled,2024-01-08 07:17:42,
S004934,O004934,대한통운,Shipped,2024-01-08 10:32:22,
S000777,O000777,한진택배,Preparing,2024-01-08 16:39:05,
S000217,O000217,대한통운,Delivered,2024-01-08 13:51:07,2024-01-10 13:51:07
S006092,O006092,우체국택배,Delivered,2024-01-08 08:53:18,2024-01-13 08:53:18
S002701,O002701,한진택배,Shipped,2024-01-08 23:18:21,
S001319,O001319,우체국택배,Delivered,2024-01-09 04:53:14,2024-01-13 04:53:14
S006700,O006700,롯데택배,Delivered,2024-01-09 01:09:00,2024-01-13 01:09:00
S000539,O000539,롯데택배,Preparing,2024-01-08 13:28:38,
S009192,O009192,롯데택배,Delivered,2024-01-08 09:41:30,2024-01-12 09:41:30
S002079,O002079,대한통운,Delivered,2024-01-09 12:48:27,2024-01-14 12:48:27
S002595,O002595,한진택배,Delivered,2024-01-09 04:30:10,2024-01-10 04:30:10
S006399,O006399,한진택배,Delivered,2024-01-09 11:10:11,2024-01-11 11:10:11
S006408,O006408,한진택배,Preparing,2024-01-09 08:05:27,
S006873,O006873,한진택배,Delivered,2024-01-09 13:00:28,2024-01-10 13:00:28
S003931,O003931,롯데택배,Preparing,2024-01-09 08:01:34,
S007328,O007328,한진택배,Delivered,2024-01-09 01:58:53,2024-01-12 01:58:53
S009058,O009058,롯데택배,Delivered,2024-01-09 05:15:25,2024-01-11 05:15:25
S009911,O009911,롯데택배,Delivered,2024-01-09 22:24:39,2024-01-13 22:24:39
S006447,O006447,한진택배,Delivered,2024-01-09 08:58:37,2024-01-10 08:58:37
S006099,O006099,대한통운,Delivered,2024-01-09 12:26:07,2024-01-11 12:26:07
S004761,O004761,한진택배,Delivered,2024-01-09 03:10:24,2024-01-12 03:10:24
S001974,O001974,대한통운,Delivered,2024-01-09 21:07:12,2024-01-10 21:07:12
S004866,O004866,우체국택배,Delivered,2024-01-09 20:44:36,2024-01-12 20:44:36
S002867,O002867,롯데택배,Delivered,2024-01-09 20:01:47,2024-01-11 20:01:47
S003307,O003307,롯데택배,Shipped,2024-01-09 15:38:20,
S003432,O003432,우체국택배,Delivered,2024-01-09 17:43:23,2024-01-10 17:43:23
S002456,O002456,한진택배,Delivered,2024-01-10 06:33:49,2024-01-12 06:33:49
S002327,O002327,대한통운,Delivered,2024-01-09 22:02:34,2024-01-10 22:02:34
S009763,O009763,우체국택배,Shipped,2024-01-10 02:00:19,
S005230,O005230,롯데택배,Delivered,2024-01-10 09:53:20,2024-01-12 09:53:20
S001824,O001824,한진택배,Delivered,2024-01-09 20:37:15,2024-01-14 20:37:15
S005380,O005380,롯데택배,Delivered,2024-01-09 19:41:14,2024-01-10 19:41:14
S000165,O000165,대한통운,Delivered,2024-01-09 23:51:25,2024-01-11 23:51:25
S000342,O000342,롯데택배,Cancelled,2024-01-10 02:40:14,
S004904,O004904,우체국택배,Delivered,2024-01-10 10:15:24,2024-01-15 10:15:24
S002951,O002951,대한통운,Shipped,2024-01-10 20:36:51,
S002971,O002971,한진택배,Delivered,2024-01-11 00:21:41,2024-01-16 00:21:41
S004111,O004111,대한통운,Preparing,2024-01-10 22:37:35,
S000498,O000498,한진택배,Preparing,2024-01-10 18:47:54,
S008764,O008764,대한통운,Delivered,2024-01-10 13:06:04,2024-01-12 13:06:04
S009928,O009928,대한통운,Delivered,2024-01-10 15:18:02,2024-01-14 15:18:02
S001386,O001386,우체국택배,Delivered,2024-01-10 15:24:52,2024-01-15 15:24:52
S008928,O008928,우체국택배,Delivered,2024-01-11 06:16:48,2024-01-12 06:16:48
S001816,O001816,우체국택배,Delivered,2024-01-11 00:08:32,2024-01-16 00:08:32
S006337,O006337,우체국택배,Shipped,2024-01-10 11:08:46,
S001779,O001779,우체국택배,Delivered,2024-01-11 02:30:42,2024-01-13 02:30:42
S001496,O001496,우체국택배,Shipped,2024-01-11 06:38:31,
S007089,O007089,우체국택배,Cancelled,2024-01-11 01:20:44,
S001900,O001900,우체국택배,Delivered,2024-01-11 12:58:28,2024-01-16 12:58:28
S004335,O004335,우체국택배,Delivered,2024-01-10 16:21:57,2024-01-11 16:21:57
S005978,O005978,우체국택배,Delivered,2024-01-10 21:23:35,2024-01-14 21:23:35
S009935,O009935,대한통운,Preparing,2024-01-11 03:22:44,
S007090,O007090,대한통운,Delivered,2024-01-11 22:07:25,2024-01-16 22:07:25
S006659,O006659,우체국택배,Shipped,2024-01-11 17:57:07,
S003974,O003974,롯데택배,Delivered,2024-01-11 18:17:33,2024-01-14 18:17:33
S001886,O001886,한진택배,Delivered,2024-01-11 13:22:56,2024-01-13 13:22:56
S008512,O008512,한진택배,Delivered,2024-01-11 12:43:17,2024-01-13 12:43:17
S005599,O005599,대한통운,Shipped,2024-01-11 10:36:02,
S004622,O004622,롯데택배,Delivered,2024-01-12 08:24:08,2024-01-15 08:24:08
S009041,O009041,롯데택배,Delivered,2024-01-11 18:05:02,2024-01-13 18:05:02
S003114,O003114,한진택배,Shipped,2024-01-12 03:02:39,
S007382,O007382,우체국택배,Delivered,2024-01-12 01:32:48,2024-01-15 01:32:48
S000984,O000984,대한통운,Delivered,2024-01-12 13:09:01,2024-01-17 13:09:01
S003647,O003647,대한통운,Delivered,2024-01-12 00:58:49,2024-01-15 00:58:49
S008075,O008075,대한통운,Shipped,2024-01-12 17:19:58,
S004603,O004603,우체국택배,Delivered,2024-01-12 02:05:00,2024-01-14 02:05:00
S007777,O007777,한진택배,Delivered,2024-01-12 15:38:57,2024-01-14 15:38:57
S001016,O001016,우체국택배,Shipped,2024-01-13 14:10:34,
S009940,O009940,우체국택배,Delivered,2024-01-12 22:33:00,2024-01-15 22:33:00
S005186,O005186,우체국택배,Delivered,2024-01-13 01:04:40,2024-01-14 01:04:40
S000518,O000518,한진택배,Shipped,2024-01-13 13:16:46,
S008452,O008452,롯데택배,Cancelled,2024-01-14 06:08:32,
S008843,O008843,한진택배,Delivered,2024-01-14 03:10:50,2024-01-17 03:10:50
S001638,O001638,우체국택배,Delivered,2024-01-14 05:36:04,2024-01-17 05:36:04
S003095,O003095,한진택배,Delivered,2024-01-14 13:57:52,2024-01-18 13:57:52
S000606,O000606,우체국택배,Shipped,2024-01-14 12:38:18,
S000637,O000637,대한통운,Delivered,2024-01-14 09:16:57,2024-01-15 09:16:57
S007989,O007989,대한통운,Preparing,2024-01-14 17:41:53,
S004551,O004551,한진택배,Shipped,2024-01-14 16:37:05,
S005271,O005271,우체국택배,Delivered,2024-01-13 22:11:05,2024-01-16 22:11:05
S002175,O002175,대한통운,Delivered,2024-01-14 06:41:22,2024-01-17 06:41:22
S007802,O007802,우체국택배,Delivered,2024-01-14 12:25:38,2024-01-15 12:25:38
S003234,O003234,우체국택배,Preparing,2024-01-14 15:28:47,
S003469,O003469,대한통운,Shipped,2024-01-14 22:58:47,
S005334,O005334,우체국택배,Delivered,2024-01-14 10:26:33,2024-01-19 10:26:33
S005993,O005993,롯데택배,Delivered,2024-01-15 04:25:19,2024-01-16 04:25:19
S009531,O009531,한진택배,Shipped,2024-01-15 01:51:11,
S008584,O008584,한진택배,Shipped,2024-01-14 17:36:33,
S006542,O006542,우체국택배,Delivered,2024-01-15 15:52:57,2024-01-20 15:52:57
S008289,O008289,한진택배,Delivered,2024-01-15 02:34:24,2024-01-16 02:34:24
S004269,O004269,한진택배,Delivered,2024-01-15 19:58:03,2024-01-18 19:58:03
S006220,O006220,우체국택배,Delivered,2024-01-15 05:28:19,2024-01-16 05:28:19
S001848,O001848,우체국택배,Shipped,2024-01-15 21:38:07,
S006308,O006308,우체국택배,Delivered,2024-01-15 19:21:41,2024-01-19 19:21:41
S001329,O001329,롯데택배,Preparing,2024-01-16 02:03:51,
S009308,O009308,우체국택배,Delivered,2024-01-15 19:06:08,2024-01-18 19:06:08
S002420,O002420,우체국택배,Delivered,2024-01-16 01:28:53,2024-01-19 01:28:53
S005632,O005632,우체국택배,Delivered,2024-01-16 10:19:02,2024-01-17 10:19:02
S005285,O005285,대한통운,Shipped,2024-01-16 10:34:17,
S001497,O001497,우체국택배,Delivered,2024-01-15 22:02:44,2024-01-16 22:02:44
S005926,O005926,한진택배,Cancelled,2024-01-16 05:24:40,
S006264,O006264,롯데택배,Delivered,2024-01-16 12:55:02,2024-01-20 12:55:02
S000548,O000548,한진택배,Preparing,2024-01-16 20:50:26,
S009421,O009421,한진택배,Shipped,2024-01-16 22:13:03,
S004509,O004509,한진택배,Delivered,2024-01-17 07:22:48,2024-01-19 07:22:48
S006801,O006801,한진택배,Delivered,2024-01-17 05:46:29,2024-01-22 05:46:29
S001098,O001098,우체국택배,Delivered,2024-01-17 04:04:46,2024-01-18 04:04:46
S002364,O002364,우체국택배,Delivered,2024-01-16 16:46:41,2024-01-19 16:46:41
S002472,O002472,한진택배,Delivered,2024-01-17 07:41:39,2024-01-20 07:41:39
S007968,O007968,한진택배,Delivered,2024-01-17 09:34:17,2024-01-18 09:34:17
S005996,O005996,한진택배,Delivered,2024-01-17 05:32:43,2024-01-22 05:32:43
S005098,O005098,한진택배,Shipped,2024-01-17 19:26:19,
S009412,O009412,한진택배,Shipped,2024-01-17 11:07:09,
S005579,O005579,대한통운,Delivered,2024-01-18 05:38:58,2024-01-19 05:38:58
S002130,O002130,대한통운,Delivered,2024-01-17 18:35:09,2024-01-20 18:35:09
S004081,O004081,우체국택배,Delivered,2024-01-18 05:28:06,2024-01-20 05:28:06
S002575,O002575,롯데택배,Delivered,2024-01-17 21:00:41,2024-01-18 21:00:41
S006444,O006444,대한통운,Delivered,2024-01-17 13:57:33,2024-01-20 13:57:33
S007058,O007058,한진택배,Delivered,2024-01-18 04:55:08,2024-01-22 04:55:08
S000889,O000889,롯데택배,Delivered,2024-01-17 22:47:27,2024-01-19 22:47:27
S009742,O009742,대한통운,Delivered,2024-01-17 20:07:38,2024-01-22 20:07:38
S000433,O000433,우체국택배,Delivered,2024-01-18 00:12:44,2024-01-22 00:12:44
S001078,O001078,롯데택배,Cancelled,2024-01-17 17:23:42,
S009216,O009216,한진택배,Delivered,2024-01-17 19:17:16,2024-01-22 19:17:16
S005895,O005895,우체국택배,Delivered,2024-01-18 13:50:02,2024-01-19 13:50:02
S005953,O005953,롯데택배,Delivered,2024-01-17 23:10:20,2024-01-19 23:10:20
S000449,O000449,롯데택배,Delivered,2024-01-18 06:59:19,2024-01-19 06:59:19
S009380,O009380,한진택배,Delivered,2024-01-18 15:06:58,2024-01-20 15:06:58
S002919,O002919,롯데택배,Delivered,2024-01-18 04:09:36,2024-01-21 04:09:36
S006161,O006161,대한통운,Delivered,2024-01-18 04:30:22,2024-01-23 04:30:22
S002936,O002936,대한통운,Shipped,2024-01-18 03:37:40,
S005257,O005257,한진택배,Delivered,2024-01-18 02:03:06,2024-01-22 02:03:06
S004396,O004396,한진택배,Delivered,2024-01-18 14:03:23,2024-01-22 14:03:23
S000725,O000725,우체국택배,Delivered,2024-01-19 00:51:13,2024-01-23 00:51:13
S002686,O002686,롯데택배,Delivered,2024-01-18 17:22:15,2024-01-21 17:22:15
S004680,O004680,대한통운,Cancelled,2024-01-18 21:39:58,
S001097,O001097,대한통운,Cancelled,2024-01-18 22:43:37,
S008948,O008948,우체국택배,Delivered,2024-01-18 14:33:57,2024-01-19 14:33:57
S001702,O001702,롯데택배,Shipped,2024-01-18 16:29:33,
S002122,O002122,롯데택배,Shipped,2024-01-19 04:33:30,
S007637,O007637,롯데택배,Delivered,2024-01-18 22:53:56,2024-01-23 22:53:56
S003864,O003864,대한통운,Delivered,2024-01-19 02:40:19,2024-01-24 02:40:19
S005097,O005097,우체국택배,Shipped,2024-01-19 18:52:32,
S003315,O003315,한진택배,Delivered,2024-01-19 21:02:55,2024-01-20 21:02:55
S009163,O009163,롯데택배,Preparing,2024-01-19 20:47:43,
S003551,O003551,한진택배,Delivered,2024-01-18 23:31:45,2024-01-21 23:31:45
S000143,O000143,롯데택배,Delivered,2024-01-19 05:25:23,2024-01-21 05:25:23
S005545,O005545,한진택배,Delivered,2024-01-19 11:47:44,2024-01-20 11:47:44
S006981,O006981,대한통운,Delivered,2024-01-19 08:31:25,2024-01-21 08:31:25
S008763,O008763,롯데택배,Delivered,2024-01-19 07:05:53,2024-01-23 07:05:53
S009100,O009100,대한통운,Delivered,2024-01-19 23:52:00,2024-01-22 23:52:00
S004541,O004541,대한통운,Delivered,2024-01-19 17:46:06,2024-01-22 17:46:06
S006412,O006412,우체국택배,Preparing,2024-01-19 17:35:13,
S002250,O002250,롯데택배,Delivered,2024-01-19 21:09:55,2024-01-21 21:09:55
S005542,O005542,우체국택배,Shipped,2024-01-20 16:06:33,
S005103,O005103,롯데택배,Shipped,2024-01-20 16:52:31,
S007763,O007763,우체국택배,Delivered,2024-01-20 22:40:48,2024-01-22 22:40:48
S003465,O003465,우체국택배,Delivered,2024-01-20 11:42:14,2024-01-22 11:42:14
S008089,O008089,대한통운,Shipped,2024-01-20 16:36:11,
S004143,O004143,대한통운,Delivered,2024-01-20 21:12:45,2024-01-24 21:12:45
S005443,O005443,대한통운,Delivered,2024-01-21 08:21:34,2024-01-22 08:21:34
S001142,O001142,대한통운,Delivered,2024-01-20 16:56:55,2024-01-21 16:56:55
S003202,O003202,한진택배,Delivered,2024-01-21 04:06:52,2024-01-26 04:06:52
S004969,O004969,롯데택배,Delivered,2024-01-21 06:40:53,2024-01-26 06:40:53
S006185,O006185,한진택배,Cancelled,2024-01-21 11:48:39,
S005589,O005589,우체국택배,Delivered,2024-01-21 07:53:25,2024-01-22 07:53:25
S009738,O009738,한진택배,Shipped,2024-01-21 16:36:49,
S008547,O008547,우체국택배,Delivered,2024-01-21 10:46:09,2024-01-24 10:46:09
S001237,O001237,롯데택배,Delivered,2024-01-20 23:13:43,2024-01-22 23:13:43
S005522,O005522,한진택배,Delivered,2024-01-21 03:43:49,2024-01-25 03:43:49
S003395,O003395,대한통운,Delivered,2024-01-21 09:24:48,2024-01-22 09:24:48
S006907,O006907,한진택배,Shipped,2024-01-21 04:06:56,
S009329,O009329,롯데택배,Delivered,2024-01-21 11:27:39,2024-01-22 11:27:39
S009164,O009164,대한통운,Delivered,2024-01-21 15:42:53,2024-01-24 15:42:53
S003139,O003139,롯데택배,Cancelled,2024-01-22 06:08:34,
S008341,O008341,한진택배,Delivered,2024-01-22 00:49:42,2024-01-25 00:49:42
S002870,O002870,한진택배,Delivered,2024-01-22 07:10:43,2024-01-27 07:10:43
S003706,O003706,우체국택배,Delivered,2024-01-22 05:17:41,2024-01-26 05:17:41
S002655,O002655,롯데택배,Shipped,2024-01-22 03:42:00,
S005137,O005137,롯데택배,Delivered,2024-01-22 21:41:35,2024-01-25 21:41:35
S008362,O008362,대한통운,Delivered,2024-01-23 01:14:18,2024-01-25 01:14:18
S009848,O009848,롯데택배,Delivered,2024-01-22 17:40:30,2024-01-24 17:40:30
S003554,O003554,대한통운,Preparing,2024-01-22 20:49:46,
S004953,O004953,롯데택배,Delivered,2024-01-22 06:55:07,2024-01-23 06:55:07
S002798,O002798,대한통운,Preparing,2024-01-22 12:14:58,
S007265,O007265,대한통운,Preparing,2024-01-23 05:26:02,
S001265,O001265,한진택배,Delivered,2024-01-23 09:23:19,2024-01-28 09:23:19
S003806,O003806,한진택배,Shipped,2024-01-22 16:46:25,
S002005,O002005,대한통운,Cancelled,2024-01-23 06:51:42,
S006072,O006072,롯데택배,Delivered,2024-01-23 03:18:58,2024-01-27 03:18:58
S002091,O002091,한진택배,Delivered,2024-01-23 07:27:43,2024-01-27 07:27:43
S005078,O005078,롯데택배,Delivered,2024-01-23 14:37:12,2024-01-24 14:37:12
S007945,O007945,우체국택배,Shipped,2024-01-24 02:34:50,
S002140,O002140,우체국택배,Delivered,2024-01-24 08:46:41,2024-01-27 08:46:41
S007023,O007023,롯데택배,Delivered,2024-01-23 23:03:08,2024-01-27 23:03:08
S009503,O009503,우체국택배,Preparing,2024-01-24 23:37:04,
S004571,O004571,우체국택배,Delivered,2024-01-24 21:22:07,2024-01-29 21:22:07
S009145,O009145,우체국택배,Delivered,2024-01-24 18:17:24,2024-01-28 18:17:24
S008599,O008599,대한통운,Delivered,2024-01-25 02:18:32,2024-01-27 02:18:32
S000672,O000672,대한통운,Delivered,2024-01-24 18:07:39,2024-01-29 18:07:39
S003265,O003265,한진택배,Delivered,2024-01-24 17:55:58,2024-01-25 17:55:58
S004798,O004798,한진택배,Preparing,2024-01-24 11:42:03,
S006261,O006261,우체국택배,Delivered,2024-01-25 02:29:43,2024-01-29 02:29:43
S004872,O004872,우체국택배,Delivered,2024-01-25 13:03:49,2024-01-30 13:03:49
S004171,O004171,대한통운,Shipped,2024-01-25 04:28:48,
S006586,O006586,롯데택배,Delivered,2024-01-25 05:41:01,2024-01-28 05:41:01
S005864,O005864,한진택배,Shipped,2024-01-25 03:52:33,
S000355,O000355,대한통운,Delivered,2024-01-25 07:16:25,2024-01-27 07:16:25
S003784,O003784,롯데택배,Shipped,2024-01-25 16:10:46,
S006248,O006248,롯데택배,Preparing,2024-01-25 17:06:48,
S007669,O007669,우체국택배,Preparing,2024-01-26 05:53:28,
S006796,O006796,한진택배,Delivered,2024-01-26 07:56:09,2024-01-28 07:56:09
S002138,O002138,롯데택배,Delivered,2024-01-26 08:57:35,2024-01-27 08:57:35
S001055,O001055,우체국택배,Delivered,2024-01-25 23:51:36,2024-01-28 23:51:36
S005724,O005724,한진택배,Delivered,2024-01-26 08:12:33,2024-01-29 08:12:33
S004734,O004734,우체국택배,Shipped,2024-01-26 05:57:36,
S005170,O005170,우체국택배,Delivered,2024-01-27 01:20:55,2024-02-01 01:20:55
S006980,O006980,롯데택배,Cancelled,2024-01-26 07:11:19,
S007159,O007159,한진택배,Delivered,2024-01-26 16:58:21,2024-01-28 16:58:21
S003633,O003633,대한통운,Delivered,2024-01-26 20:30:30,2024-01-30 20:30:30
S002413,O002413,롯데택배,Preparing,2024-01-26 10:38:27,
S003374,O003374,대한통운,Delivered,2024-01-27 04:17:28,2024-01-31 04:17:28
S005930,O005930,롯데택배,Delivered,2024-01-27 00:56:46,2024-02-01 00:56:46
S003236,O003236,우체국택배,Delivered,2024-01-26 14:02:25,2024-01-27 14:02:25
S002246,O002246,우체국택배,Delivered,2024-01-26 13:32:07,2024-01-31 13:32:07
S002075,O002075,대한통운,Delivered,2024-01-26 15:33:57,2024-01-28 15:33:57
