order_id,customer_id,product_id,order_date,quantity
O009201,C0268,P0328,2024-05-13 09:09:38,3
O002571,C1665,P0181,2024-05-13 15:16:59,4
O003158,C0928,P0412,2024-05-13 15:22:43,3
O000684,C1400,P0364,2024-05-13 15:49:04,3
O003975,C1107,P0180,2024-05-13 16:39:06,1
O003626,C1147,P0116,2024-05-13 16:41:10,2
O004735,C1055,P0376,2024-05-13 16:55:05,4
O008006,C1102,P0210,2024-05-13 20:06:42,5
O002680,C1934,P0067,2024-05-13 20:19:54,5
O009679,C1178,P0129,2024-05-13 20:40:51,1
O006498,C1701,P0325,2024-05-13 21:58:12,1
O003033,C0388,P0091,2024-05-13 22:18:41,2
O002524,C1799,P0037,2024-05-13 22:25:04,2
O003288,C0577,P0489,2024-05-14 01:01:30,1
O006059,C1182,P0265,2024-05-14 03:24:23,4
O005339,C1459,P0358,2024-05-14 05:13:48,3
O007748,C0315,P0094,2024-05-14 06:39:34,4
O006965,C1150,P0452,2024-05-14 07:24:32,4
O007056,C1001,P0156,2024-05-14 08:30:26,2
O003933,C1799,P0175,2024-05-14 09:10:00,1
O008473,C1710,P0010,2024-05-14 12:06:55,3
O002891,C0626,P0299,2024-05-14 12:49:57,4
O008008,C1101,P0387,2024-05-14 16:30:37,2
O000582,C1439,P0128,2024-05-14 19:59:46,2
O007009,C0091,P0364,2024-05-14 22:08:22,3
O004428,C0763,P0162,2024-05-14 22:46:47,1
O009841,C0576,P0272,2024-05-14 23:00:09,3
O009230,C1287,P0257,2024-05-15 01:07:22,4
O000919,C0739,P0485,2024-05-15 05:22:18,1
O000740,C1520,P0418,2024-05-15 11:22:05,4
O009281,C0859,P0186,2024-05-15 14:08:52,3
O000252,C1661,P0185,2024-05-15 14:21:02,3
O001074,C0860,P0442,2024-05-15 14:25:22,3
O009584,C1283,P0376,2024-05-15 15:25:30,5
O006464,C1370,P0002,2024-05-15 16:14:36,2
O005481,C0273,P0394,2024-05-15 16:33:57,5
O008158,C1568,P0125,2024-05-15 20:16:49,1
O009744,C1554,P0158,2024-05-16 00:06:32,1
O008585,C0398,P0139,2024-05-16 00:11:30,1
O005253,C1996,P0133,2024-05-16 04:25:54,1
O007199,C0265,P0486,2024-05-16 04:38:15,4
O003462,C1664,P0324,2024-05-16 04:53:57,5
O008830,C1336,P0021,2024-05-16 05:26:10,5
O004091,C1140,P0448,2024-05-16 06:55:39,5
O008489,C1318,P0065,2024-05-16 08:09:01,4
O009724,C1328,P0196,2024-05-16 11:33:36,1
O006839,C1288,P0448,2024-05-16 11:46:57,5
O006019,C1687,P0140,2024-05-16 12:14:54,3
O009252,C0966,P0381,2024-05-16 14:20:27,2
O006795,C1031,P0065,2024-05-16 16:38:01,4
O007571,C0282,P0450,2024-05-16 17:50:51,5
O002877,C1496,P0155,2024-05-16 18:49:57,2
O002028,C1745,P0316,2024-05-16 19:27:43,1
O006054,C0944,P0379,2024-05-16 23:17:16,3
O004099,C0514,P0427,2024-05-17 02:29:24,5
O008738,C0293,P0077,2024-05-17 02:38:49,2
O008907,C1455,P0432,2024-05-17 03:24:39,2
O006958,C1138,P0162,2024-05-17 05:33:45,1
O003977,C1778,P0112,2024-05-17 08:50:43,1
O001669,C0715,P0219,2024-05-17 12:58:48,4
O006301,C0269,P0057,2024-05-17 14:00:53,5
O006769,C1181,P0072,2024-05-17 17:42:53,3
O000719,C0218,P0019,2024-05-17 18:11:18,5
O002268,C1667,P0029,2024-05-17 20:28:45,1
O000087,C1082,P0073,2024-05-17 20:35:43,2
O001982,C1238,P0202,2024-05-17 21:33:55,1
O008810,C1698,P0203,2024-05-18 00:29:56,5
O001916,C1177,P0128,2024-05-18 01:36:25,3
O007559,C0537,P0334,2024-05-18 02:14:15,5
O002182,C1859,P0420,2024-05-18 04:36:29,1
O006517,C0429,P0027,2024-05-18 07:30:17,4
O009055,C1880,P0087,2024-05-18 07:45:03,4
O005564,C0598,P0036,2024-05-18 10:59:34,5
O006063,C0667,P0167,2024-05-18 12:16:51,1
O007051,C0195,P0170,2024-05-18 12:20:53,2
O001711,C1881,P0422,2024-05-18 14:12:20,4
O006709,C0807,P0266,2024-05-18 14:14:23,4
O000265,C0617,P0181,2024-05-18 17:54:28,2
O003538,C1986,P0427,2024-05-18 19:56:19,3
O003756,C1763,P0423,2024-05-18 22:04:08,1
O004218,C1070,P0187,2024-05-19 05:54:26,3
O004643,C1572,P0421,2024-05-19 06:37:06,3
O005273,C1789,P0317,2024-05-19 07:20:18,2
O009466,C0572,P0279,2024-05-19 07:20:38,4
O002530,C1020,P0441,2024-05-19 09:52:45,5
O005887,C0274,P0155,2024-05-19 09:57:07,4
O006428,C1220,P0426,2024-05-19 16:30:19,4
O001753,C0615,P0171,2024-05-19 22:21:59,2
O003340,C0532,P0466,2024-05-20 01:05:15,1
O001619,C0958,P0195,2024-05-20 02:42:13,4
O006721,C0853,P0500,2024-05-20 10:03:52,3
O007132,C1516,P0333,2024-05-20 10:15:46,1
O007675,C0954,P0388,2024-05-20 10:52:00,1
O001993,C1757,P0056,2024-05-20 12:32:14,2
O001190,C1641,P0167,2024-05-20 12:38:18,4
O007305,C1944,P0092,2024-05-20 18:03:29,3
O002457,C1924,P0325,2024-05-20 18:15:51,1
O004824,C0963,P0121,2024-05-20 18:22:58,5
O005080,C0097,P0144,2024-05-20 18:34:31,3
O006254,C1251,P0490,2024-05-20 19:27:33,3
O002474,C0400,P0421,2024-05-20 23:17:55,4
O005781,C0798,P0283,2024-05-21 00:12:31,4
O008930,C0547,P0042,2024-05-21 03:56:49,5
O000893,C0171,P0147,2024-05-21 03:58:04,3
O000657,C1441,P0397,2024-05-21 08:27:49,5
O008250,C0549,P0092,2024-05-21 10:51:28,4
O004325,C1268,P0279,2024-05-21 12:56:19,4
O004077,C0262,P0327,2024-05-21 12:56:24,5
O000803,C1145,P0356,2024-05-21 13:12:05,4
O008145,C1770,P0316,2024-05-21 14:15:43,3
O009610,C0391,P0377,2024-05-21 15:50:22,2
O000480,C0546,P0052,2024-05-21 16:15:47,4
O007498,C1957,P0145,2024-05-21 16:35:47,4
O006973,C0905,P0324,2024-05-21 17:08:09,5
O006137,C0025,P0436,2024-05-21 17:21:10,3
O003970,C0782,P0292,2024-05-21 18:46:38,2
O005042,C0344,P0140,2024-05-21 19:53:12,5
O005240,C0065,P0130,2024-05-21 20:28:49,5
O005058,C1125,P0155,2024-05-21 20:38:35,3
O007867,C0300,P0075,2024-05-21 21:17:39,4
O004372,C1510,P0483,2024-05-22 04:11:00,2
O000251,C1129,P0095,2024-05-22 06:19:35,2
O005981,C0488,P0061,2024-05-22 06:49:46,5
O003511,C1093,P0007,2024-05-22 09:22:25,3
O001362,C0113,P0110,2024-05-22 10:39:09,1
O008303,C0231,P0447,2024-05-22 11:56:04,1
O009212,C1900,P0420,2024-05-22 18:08:08,1
O006556,C0233,P0152,2024-05-22 19:24:35,4
O004115,C0487,P0416,2024-05-22 23:08:51,4
O005539,C0777,P0172,2024-05-23 01:31:36,1
O001801,C1107,P0134,2024-05-23 03:03:35,1
O002976,C1273,P0207,2024-05-23 03:21:31,5
O009023,C1852,P0226,2024-05-23 04:53:33,5
O003167,C0041,P0093,2024-05-23 05:48:33,2
O006971,C0183,P0255,2024-05-23 07:28:53,1
O002659,C1577,P0248,2024-05-23 14:03:06,5
O009568,C0312,P0067,2024-05-23 15:56:43,4
O004017,C0803,P0286,2024-05-23 16:51:53,4
O003954,C0426,P0269,2024-05-23 18:00:10,4
O002180,C0526,P0174,2024-05-23 18:46:35,3
O002019,C0208,P0137,2024-05-23 20:35:22,2
O005364,C0946,P0427,2024-05-23 20:38:45,4
O007733,C0976,P0254,2024-05-24 01:44:02,5
O005961,C1893,P0098,2024-05-24 02:19:00,3
O004869,C1864,P0414,2024-05-24 03:50:27,1
O006335,C1412,P0040,2024-05-24 04:13:50,2
O007337,C1450,P0181,2024-05-24 04:56:31,4
O007109,C1243,P0066,2024-05-24 05:02:55,1
O009189,C1813,P0148,2024-05-24 08:08:47,4
O004820,C1477,P0177,2024-05-24 08:33:33,1
O008419,C0332,P0076,2024-05-24 09:41:13,3
O005824,C1880,P0269,2024-05-24 12:22:13,2
O003873,C0734,P0489,2024-05-24 12:54:38,3
O005486,C1673,P0224,2024-05-24 15:35:38,2
O006514,C0246,P0483,2024-05-24 16:15:10,2
O004902,C1993,P0106,2024-05-24 18:02:24,1
O001085,C0223,P0372,2024-05-24 18:42:08,3
O009316,C1293,P0355,2024-05-24 21:06:57,5
O001352,C0409,P0062,2024-05-24 21:09:50,1
O002533,C1103,P0330,2024-05-25 01:09:54,3
O002403,C1283,P0272,2024-05-25 04:17:49,5
O009030,C0535,P0426,2024-05-25 05:15:00,5
O001965,C1431,P0123,2024-05-25 06:41:44,4
O006936,C1344,P0088,2024-05-25 12:05:24,1
O007609,C1673,P0152,2024-05-25 20:15:25,4
O009411,C0579,P0364,2024-05-25 21:21:27,4
O000596,C0403,P0092,2024-05-26 03:24:26,2
O009667,C1619,P0039,2024-05-26 05:12:07,1
O008850,C0670,P0326,2024-05-26 08:21:31,3
O003891,C1419,P0389,2024-05-26 13:14:06,4
O004881,C1542,P0452,2024-05-26 13:29:33,4
O001561,C0167,P0095,2024-05-26 17:56:24,2
O003962,C1910,P0183,2024-05-26 18:48:10,3
O004506,C1628,P0122,2024-05-26 19:29:26,1
O001022,C0610,P0176,2024-05-27 01:51:49,4
O003680,C1578,P0186,2024-05-27 06:47:03,5
O007751,C0215,P0342,2024-05-27 08:16:11,1
O005881,C1799,P0256,2024-05-27 08:45:39,2
O001612,C0397,P0001,2024-05-27 10:09:50,1
O003515,C0018,P0044,2024-05-27 12:00:44,2
O000116,C0437,P0363,2024-05-27 16:16:51,4
O007275,C0160,P0046,2024-05-27 16:19:58,3
O004100,C0582,P0483,2024-05-27 19:31:59,5
O001597,C0984,P0434,2024-05-27 20:52:24,3
O005209,C1684,P0384,2024-05-27 21:26:59,1
O004141,C1195,P0391,2024-05-28 00:50:40,2
O001923,C0151,P0409,2024-05-28 01:19:12,5
O009556,C1704,P0022,2024-05-28 06:09:22,1
O006144,C0707,P0190,2024-05-28 06:28:38,3
O004236,C1689,P0460,2024-05-28 07:06:12,5
O007769,C0287,P0305,2024-05-28 10:17:23,1
O004825,C0192,P0137,2024-05-28 11:59:46,5
O003879,C0014,P0330,2024-05-28 14:30:13,5
O000567,C1444,P0237,2024-05-28 15:24:49,5
O009654,C0998,P0178,2024-05-28 19:08:38,4
O004513,C1270,P0059,2024-05-28 19:28:08,5
O001137,C0963,P0127,2024-05-28 19:38:03,2
O006361,C1415,P0271,2024-05-28 22:03:49,3
O006096,C0702,P0226,2024-05-28 23:12:50,1
O007242,C1973,P0380,2024-05-29 00:08:25,3
O006804,C0575,P0030,2024-05-29 02:36:13,2
O009151,C1962,P0171,2024-05-29 03:27:37,3
O001280,C0622,P0127,2024-05-29 04:01:25,1
O002580,C0925,P0286,2024-05-29 05:22:46,3
O008683,C0423,P0291,2024-05-29 07:17:27,2
O008643,C1214,P0123,2024-05-29 08:27:55,1
O008200,C0537,P0486,2024-05-29 09:24:16,1
O000044,C1384,P0078,2024-05-29 09:26:27,2
O000739,C0662,P0211,2024-05-29 11:22:14,4
O006480,C0542,P0482,2024-05-29 22:12:50,5
O002252,C1351,P0126,2024-05-29 22:48:02,2
O005074,C0654,P0317,2024-05-30 02:17:48,1
O005214,C0045,P0008,2024-05-30 02:26:56,4
O001546,C0405,P0365,2024-05-30 03:03:22,4
O009938,C0646,P0024,2024-05-30 04:02:18,3
O009384,C1738,P0065,2024-05-30 04:24:24,3
O008885,C0789,P0192,2024-05-30 05:48:16,4
O005511,C0426,P0303,2024-05-30 06:36:30,5
O007573,C0591,P0018,2024-05-30 08:08:49,4
O005960,C0497,P0490,2024-05-30 08:22:45,3
O009621,C1808,P0127,2024-05-30 10:42:10,2
O001572,C1931,P0442,2024-05-30 11:19:14,4
O007060,C0342,P0254,2024-05-30 12:11:55,3
O007803,C1306,P0268,2024-05-30 13:21:38,4
O000768,C0110,P0015,2024-05-30 15:38:53,1
O004874,C1165,P0093,2024-05-30 15:49:44,4
O001832,C1570,P0235,2024-05-30 16:55:48,2
O009075,C1334,P0095,2024-05-30 17:01:43,4
O006898,C0105,P0159,2024-05-30 17:24:22,5
O005500,C1282,P0470,2024-05-30 17:38:02,1
O007865,C1864,P0425,2024-05-30 19:34:34,5
O004416,C0036,P0391,2024-05-30 23:05:55,4
O004699,C1871,P0027,2024-05-30 23:22:24,1
O001046,C1131,P0353,2024-05-31 01:47:29,3
O002853,C0738,P0354,2024-05-31 09:57:41,3
O008641,C1803,P0377,2024-05-31 10:53:54,4
O001052,C0706,P0256,2024-05-31 11:20:29,4
O008440,C0230,P0077,2024-05-31 11:22:38,1
O006585,C1234,P0154,2024-05-31 11:52:28,5
O002596,C0237,P0453,2024-05-31 13:14:39,3
O003983,C0659,P0234,2024-05-31 17:52:04,2
O007903,C1333,P0070,2024-05-31 18:17:29,2
O007888,C1325,P0181,2024-05-31 18:52:11,1
O000969,C0169,P0427,2024-05-31 19:23:02,4
O004211,C0526,P0056,2024-05-31 19:40:14,3
O002800,C1944,P0005,2024-05-31 20:58:51,2
O008660,C0972,P0378,2024-05-31 21:05:01,2
O006369,C0557,P0240,2024-05-31 22:14:40,1
O008057,C1990,P0408,2024-05-31 23:52:53,4
O003897,C1631,P0085,2024-06-01 03:20:26,1
O009638,C0180,P0203,2024-06-01 06:20:29,5
O003398,C0930,P0248,2024-06-01 07:27:58,1
O004602,C1462,P0075,2024-06-01 09:07:04,4
O003080,C0597,P0107,2024-06-01 09:15:01,2
O009623,C0183,P0222,2024-06-01 09:37:48,5
O009942,C1522,P0226,2024-06-01 10:47:03,1
O004814,C0643,P0367,2024-06-01 10:58:41,2
O007918,C1012,P0355,2024-06-01 12:02:14,4
O001967,C1848,P0036,2024-06-01 14:32:01,1
O006389,C0112,P0022,2024-06-01 15:20:25,5
O003566,C1110,P0192,2024-06-01 15:24:53,1
O003791,C0535,P0173,2024-06-01 15:51:45,1
O000185,C1095,P0005,2024-06-01 19:08:31,1
O002104,C0786,P0014,2024-06-02 00:42:56,5
O000933,C1303,P0367,2024-06-02 01:07:21,1
O003254,C1376,P0168,2024-06-02 02:42:08,5
O000801,C0595,P0040,2024-06-02 04:01:46,1
O005231,C0643,P0209,2024-06-02 04:30:01,3
O007940,C0759,P0119,2024-06-02 06:13:57,5
O007702,C0023,P0472,2024-06-02 06:33:35,3
O001813,C1006,P0255,2024-06-02 09:07:22,1
O008623,C0744,P0029,2024-06-02 12:42:21,5
O001623,C1363,P0126,2024-06-02 12:51:20,4
O003574,C1794,P0128,2024-06-02 12:57:48,2
O006766,C1127,P0328,2024-06-02 20:08:27,1
O004676,C0580,P0105,2024-06-02 20:53:06,1
O008883,C1264,P0381,2024-06-02 21:08:43,4
O006869,C0765,P0207,2024-06-02 21:37:44,2
O003898,C1338,P0055,2024-06-02 21:53:42,4
O008606,C1809,P0330,2024-06-03 01:42:55,1
O004092,C0833,P0321,2024-06-03 01:47:51,3
O003312,C1840,P0296,2024-06-03 04:45:26,5
O002945,C1488,P0056,2024-06-03 05:37:39,2
O009552,C0430,P0205,2024-06-03 07:50:02,5
O005884,C0896,P0338,2024-06-03 08:44:54,2
O005691,C1433,P0070,2024-06-03 10:15:56,5
O006163,C0870,P0238,2024-06-03 15:02:52,2
O007828,C1503,P0034,2024-06-03 16:55:51,3
O005094,C0461,P0155,2024-06-03 19:18:53,3
O000733,C0659,P0012,2024-06-03 21:34:20,1
O007075,C1908,P0213,2024-06-03 23:08:48,5
O003371,C0277,P0427,2024-06-03 23:30:57,2
O005374,C0815,P0228,2024-06-04 00:05:19,1
O007922,C0169,P0063,2024-06-04 01:22:25,1
O007619,C0960,P0014,2024-06-04 02:16:23,2
O000660,C1606,P0160,2024-06-04 02:16:50,3
O008117,C0397,P0476,2024-06-04 06:40:35,5
O004496,C0422,P0324,2024-06-04 07:19:34,2
O005200,C1269,P0104,2024-06-04 11:48:04,1
O006940,C1240,P0260,2024-06-04 16:19:22,4
O004390,C1037,P0484,2024-06-04 18:33:49,1
O000838,C1904,P0418,2024-06-04 19:41:22,3
O009633,C0152,P0175,2024-06-05 01:10:29,2
O008423,C0267,P0036,2024-06-05 01:28:40,1
O004609,C0803,P0190,2024-06-05 02:40:04,3
O008297,C1138,P0260,2024-06-05 03:32:09,3
O003887,C1877,P0108,2024-06-05 04:10:59,2
O004838,C1056,P0258,2024-06-05 05:07:42,2
O004849,C1528,P0317,2024-06-05 06:18:54,5
O000489,C1569,P0025,2024-06-05 07:24:15,4
O004828,C1359,P0194,2024-06-05 07:49:46,1
O001035,C1184,P0418,2024-06-05 07:56:15,3
O000226,C1201,P0351,2024-06-05 08:08:03,5
O000528,C1852,P0391,2024-06-05 08:15:22,2
O005734,C1791,P0147,2024-06-05 08:59:43,4
O000377,C0532,P0188,2024-06-05 10:21:57,3
O001363,C1008,P0460,2024-06-05 13:21:49,2
O005846,C0892,P0093,2024-06-05 13:48:51,3
O000340,C0861,P0365,2024-06-05 14:43:19,4
O008862,C1794,P0416,2024-06-05 15:18:27,4
O009650,C1861,P0028,2024-06-05 19:01:37,2
O009319,C1394,P0276,2024-06-05 19:26:14,3
O001897,C1381,P0480,2024-06-05 20:49:16,5
O007190,C1121,P0471,2024-06-05 22:21:18,5
O008164,C1991,P0089,2024-06-06 00:21:25,2
O007544,C0198,P0463,2024-06-06 01:03:30,4
O007583,C1814,P0422,2024-06-06 03:42:29,2
O008267,C0969,P0459,2024-06-06 04:26:50,2
O001121,C1778,P0356,2024-06-06 05:54:15,4
O009608,C0815,P0133,2024-06-06 06:15:02,1
O003777,C1664,P0251,2024-06-06 06:52:54,4
O001920,C0092,P0003,2024-06-06 08:05:11,1
O002793,C1100,P0134,2024-06-06 08:40:30,4
O004358,C0580,P0144,2024-06-06 09:11:42,4
O006314,C1553,P0194,2024-06-06 09:40:27,2
O001857,C0901,P0015,2024-06-06 11:00:32,3
O000166,C1717,P0042,2024-06-06 19:45:49,3
O002886,C1948,P0114,2024-06-06 19:54:13,4
O006660,C1667,P0371,2024-06-06 20:41:45,5
O004199,C0623,P0463,2024-06-06 22:00:53,3
O003785,C0225,P0489,2024-06-06 22:41:10,4
O008983,C1325,P0318,2024-06-06 23:36:23,4
O000651,C0496,P0391,2024-06-07 00:21:17,2
O009860,C0001,P0082,2024-06-07 00:42:31,5
O000914,C1725,P0195,2024-06-07 03:45:44,4
O000141,C0092,P0240,2024-06-07 05:18:48,2
O007081,C1952,P0046,2024-06-07 06:53:50,1
O004360,C1023,P0335,2024-06-07 08:07:42,2
O008178,C0240,P0402,2024-06-07 08:11:25,1
O002567,C0725,P0435,2024-06-07 10:12:37,4
O000446,C0984,P0294,2024-06-07 10:47:54,3
O003702,C0751,P0019,2024-06-07 16:07:35,2
O004153,C1695,P0338,2024-06-07 18:03:35,5
O008849,C1278,P0330,2024-06-07 18:08:29,3
O001188,C0545,P0254,2024-06-07 19:05:12,4
O001831,C0916,P0306,2024-06-07 20:30:06,2
O009017,C0260,P0472,2024-06-07 21:35:22,3
O009122,C0396,P0249,2024-06-07 21:38:26,5
O003735,C1429,P0399,2024-06-08 00:31:19,5
O009439,C1234,P0290,2024-06-08 01:39:46,1
O006306,C1480,P0053,2024-06-08 05:05:20,3
O009886,C1745,P0136,2024-06-08 06:19:29,2
O004906,C0886,P0102,2024-06-08 06:22:10,4
O008787,C1687,P0423,2024-06-08 10:42:47,3
O005306,C1225,P0129,2024-06-08 12:37:41,4
O001249,C1051,P0480,2024-06-08 15:21:23,3
O000049,C1556,P0305,2024-06-08 15:28:57,1
O006388,C0391,P0307,2024-06-08 15:50:02,4
O003559,C1799,P0135,2024-06-08 18:04:31,1
O000282,C0872,P0385,2024-06-08 19:08:57,4
O002402,C1668,P0494,2024-06-08 19:18:23,3
O001272,C1908,P0340,2024-06-08 19:56:12,3
O003984,C1387,P0339,2024-06-08 21:29:17,3
O009618,C0529,P0297,2024-06-09 00:32:02,1
O003275,C0947,P0226,2024-06-09 00:59:44,3
O000896,C1917,P0213,2024-06-09 02:23:20,5
O009390,C0121,P0073,2024-06-09 02:23:51,1
O005468,C1860,P0371,2024-06-09 09:34:22,4
O000730,C0917,P0351,2024-06-09 11:34:53,4
O004320,C1063,P0307,2024-06-09 12:19:09,5
O007226,C0942,P0082,2024-06-09 15:45:01,4
O008652,C1424,P0428,2024-06-09 17:18:20,1
O001568,C0447,P0255,2024-06-09 17:34:40,2
O001645,C0157,P0340,2024-06-09 18:18:05,2
O004241,C0553,P0188,2024-06-09 19:00:20,2
O002598,C0015,P0194,2024-06-09 19:22:21,2
O007183,C0009,P0202,2024-06-09 20:05:57,4
O002632,C0531,P0336,2024-06-09 21:29:42,2
O009795,C1973,P0227,2024-06-09 22:06:06,3
O001847,C0615,P0369,2024-06-09 22:48:41,5
O003866,C0340,P0012,2024-06-10 01:25:00,2
O009975,C0403,P0390,2024-06-10 02:28:45,2
O002408,C0853,P0171,2024-06-10 02:48:16,1
O003267,C1773,P0137,2024-06-10 03:13:58,1
O006934,C1385,P0120,2024-06-10 04:03:51,4
O001773,C0985,P0041,2024-06-10 04:13:19,3
O009039,C0038,P0147,2024-06-10 05:10:55,5
O001643,C0412,P0068,2024-06-10 08:46:48,5
O006433,C0562,P0245,2024-06-10 11:22:55,1
O002872,C0683,P0210,2024-06-10 12:07:01,1
O000525,C0755,P0027,2024-06-10 15:42:58,4
O003752,C0626,P0155,2024-06-10 16:21:23,5
O008382,C1410,P0081,2024-06-10 17:19:16,4
O003651,C1022,P0007,2024-06-10 18:03:15,2
O007420,C0987,P0176,2024-06-10 18:25:04,3
O000863,C0974,P0214,2024-06-10 19:40:37,3
O007310,C1801,P0482,2024-06-10 20:32:43,4
O002232,C0807,P0492,2024-06-10 21:09:17,1
O006418,C0277,P0342,2024-06-10 21:49:23,1
O002996,C1735,P0347,2024-06-10 22:28:50,5
O008339,C1252,P0155,2024-06-11 01:16:42,1
O009579,C1186,P0075,2024-06-11 01:35:04,5
O008266,C1354,P0203,2024-06-11 04:59:40,1
O008205,C0432,P0121,2024-06-11 05:07:55,2
O009529,C1348,P0210,2024-06-11 05:38:14,2
O000333,C0994,P0246,2024-06-11 07:08:08,3
O001683,C1192,P0075,2024-06-11 08:14:58,5
O005363,C0593,P0142,2024-06-11 15:28:44,1
O005630,C1269,P0058,2024-06-11 15:29:11,3
O003999,C0428,P0413,2024-06-11 15:58:10,2
O004746,C1873,P0255,2024-06-11 17:36:53,3
O009174,C0404,P0467,2024-06-11 20:37:19,2
O008803,C0553,P0242,2024-06-12 01:52:00,1
O009696,C0131,P0076,2024-06-12 04:02:28,3
O002969,C1863,P0324,2024-06-12 04:05:59,5
O002201,C1661,P0228,2024-06-12 08:36:21,3
O007329,C1121,P0178,2024-06-12 08:52:38,4
O006061,C1584,P0463,2024-06-12 09:18:28,5
O006062,C0842,P0094,2024-06-12 09:36:30,4
O009084,C1291,P0288,2024-06-12 12:17:15,2
O007208,C0247,P0432,2024-06-12 13:21:00,1
O003704,C0041,P0069,2024-06-12 14:38:21,1
O004747,C1698,P0403,2024-06-12 17:54:14,2
O007977,C0294,P0389,2024-06-12 19:22:58,3
O007507,C1315,P0246,2024-06-13 00:02:20,1
O001815,C1195,P0472,2024-06-13 00:35:05,3
O007904,C1328,P0064,2024-06-13 01:19:25,4
O002000,C1250,P0234,2024-06-13 04:30:59,2
O003209,C0765,P0044,2024-06-13 05:36:33,5
O005427,C0849,P0381,2024-06-13 07:36:15,5
O001734,C0029,P0440,2024-06-13 08:05:44,1
O005489,C1092,P0103,2024-06-13 08:54:15,5
O003537,C1560,P0301,2024-06-13 10:27:30,2
O001708,C0010,P0448,2024-06-13 13:11:14,3
O001215,C1584,P0316,2024-06-13 13:49:19,1
O004440,C0269,P0249,2024-06-13 14:45:47,4
O005315,C0528,P0281,2024-06-13 14:48:41,3
O003820,C1256,P0145,2024-06-13 16:34:39,4
O000870,C1638,P0174,2024-06-13 19:43:48,4
O009994,C1545,P0359,2024-06-13 19:46:07,2
O002128,C0987,P0199,2024-06-13 22:18:14,4
O007220,C1488,P0074,2024-06-14 02:23:19,3
O006030,C0107,P0272,2024-06-14 03:32:19,3
O004788,C0604,P0297,2024-06-14 04:41:19,5
O007097,C1881,P0332,2024-06-14 06:16:54,2
O001551,C0723,P0444,2024-06-14 06:20:41,1
O007464,C1444,P0411,2024-06-14 13:18:11,3
O006862,C0585,P0245,2024-06-14 15:46:10,1
O003020,C0837,P0329,2024-06-14 15:55:20,5
O004977,C1787,P0328,2024-06-14 17:52:12,1
O001075,C1280,P0234,2024-06-14 18:45:03,3
O006341,C1215,P0129,2024-06-14 19:03:39,2
O007873,C0490,P0443,2024-06-14 21:28:51,3
O007303,C1220,P0196,2024-06-14 21:30:47,3
O002860,C1997,P0211,2024-06-14 21:48:26,2
O009709,C0226,P0285,2024-06-14 23:15:43,3
O003982,C0339,P0326,2024-06-15 01:02:56,3
O007860,C1507,P0096,2024-06-15 01:37:22,5
O008317,C0763,P0130,2024-06-15 02:46:20,2
O006780,C0722,P0484,2024-06-15 02:50:45,5
O002896,C1071,P0493,2024-06-15 03:00:50,5
O000360,C1830,P0361,2024-06-15 03:00:52,3
O000417,C0963,P0215,2024-06-15 04:30:51,5
O005719,C0356,P0230,2024-06-15 06:24:36,5
O000372,C1152,P0413,2024-06-15 06:39:58,4
O001040,C1352,P0329,2024-06-15 09:30:54,1
O004917,C0384,P0269,2024-06-15 10:32:54,4
O007917,C1753,P0374,2024-06-15 10:33:53,3
O008894,C1123,P0147,2024-06-15 11:26:18,1
O005557,C0590,P0485,2024-06-15 12:24:48,5
O008792,C0068,P0495,2024-06-15 13:04:48,5
O003929,C0021,P0306,2024-06-15 14:12:17,4
O003154,C1975,P0417,2024-06-15 14:43:44,3
O002446,C1768,P0143,2024-06-15 15:32:37,5
O004291,C0014,P0489,2024-06-15 19:40:01,2
O007812,C0978,P0492,2024-06-15 23:57:04,4
O008207,C0799,P0172,2024-06-16 02:10:02,5
O006359,C0855,P0289,2024-06-16 03:03:59,1
O001424,C1215,P0137,2024-06-16 04:10:51,4
O002412,C1056,P0199,2024-06-16 05:16:01,5
O004954,C0194,P0271,2024-06-16 05:45:38,5
O001957,C1446,P0260,2024-06-16 07:08:05,4
O001044,C1943,P0353,2024-06-16 07:56:59,5
O008600,C0948,P0358,2024-06-16 08:26:33,2
O001311,C0731,P0318,2024-06-16 13:14:37,5
O002985,C1790,P0336,2024-06-16 13:59:03,4
O004169,C1248,P0149,2024-06-16 14:44:58,2
O000878,C1351,P0387,2024-06-16 15:04:30,4
O008388,C0388,P0346,2024-06-16 15:35:34,2
O008708,C1288,P0382,2024-06-16 16:52:26,2
O004818,C1335,P0201,2024-06-16 16:55:05,2
O007017,C1006,P0042,2024-06-16 16:59:49,4
O005081,C1105,P0358,2024-06-16 17:25:44,3
O002423,C1676,P0498,2024-06-16 21:01:24,1
O000274,C0825,P0177,2024-06-16 21:23:31,3
O007811,C0879,P0305,2024-06-16 21:46:43,4
O009620,C1230,P0283,2024-06-16 22:49:32,2
O003018,C1918,P0001,2024-06-17 00:19:12,4
O007518,C1999,P0422,2024-06-17 00:36:40,5
O007621,C1701,P0301,2024-06-17 00:53:42,3
O006217,C1304,P0395,2024-06-17 03:54:18,2
O001571,C1271,P0291,2024-06-17 04:11:44,3
O009325,C1417,P0014,2024-06-17 07:25:48,4
O005921,C1607,P0404,2024-06-17 08:02:52,4
O008963,C0422,P0102,2024-06-17 09:14:20,1
O004152,C1693,P0314,2024-06-17 15:20:44,4
O002925,C0556,P0216,2024-06-17 15:36:01,5
